Protein,Sensitivity,Specificity
KpCD00783125,0.5,1.0

AmCD00672639,0.5,1.0

VpCD00672624,0.5,1.0

CdCD00783041,0.5,1.0

EfCD00783221,0.5033333333333333,1.0

LbCD00783164,0.5,0.9966666666666667

KpCD00783133,0.5,1.0

BvCD00672647,0.5,1.0

AmCD00672632,0.5,1.0

PcCD00783049,0.5,1.0

EfCD00783229,0.5,1.0

EfCD00783222,0.5,1.0

KpCD00783141,0.5,1.0

CdCD00783000,0.5,1.0

AmCD00672640,0.5,1.0

VpCD00672625,0.5,1.0

EcCD00783072,0.5,1.0

EfCD00783230,0.5,1.0

KpCD00783149,0.5,1.0

BvCD00783016,0.5,1.0

BvCD00672648,0.5,1.0

AmCD00672641,0.5,1.0

KpCD00783108,0.5,1.0

BfCD00783059,0.5,1.0

LbCD00783165,0.5,1.0

BvCD00672649,0.5,1.0

VpCD00672626,0.5,1.0

PcCD00783052,0.5066666666666667,1.0

EfCD00783223,0.5,1.0

EfCD00783280,0.5033333333333333,1.0

EcCD00783281,0.5,1.0

CdCD00783002,0.5,1.0

AmCD00672634,0.5,1.0

BfCD00783060,0.5,1.0

EfCD00783231,0.5,1.0

BfCD00783672,0.5,1.0

BfCD00783673,0.5,1.0

PcCD00783010,0.5,1.0

AmCD00672642,0.5,1.0

EcCD00783074,0.5,0.9966666666666667

EfCD00783232,0.5,1.0

HiCD00783688,0.6166666666666667,0.89

CkCD00783681,0.5033333333333333,0.9966666666666667

BvCD00783018,0.5,1.0

BvCD00783019,0.5,1.0

KpCD00783110,0.5033333333333333,1.0

EfCD00783240,0.5,1.0

BbCD00783723,0.5,1.0

BbCD00783724,0.5,1.0

CdCD00783026,0.5,1.0

CdCD00783027,0.5,1.0

KpCD00783118,0.54,0.95

EfCD00783248,0.5,0.9966666666666667

EfCD00783233,0.5,1.0

EfCD00783234,0.5,1.0

CdCD00783034,0.5,1.0

CdCD00783035,0.5466666666666666,0.97

KpCD00783134,0.5,1.0

EfCD00783256,0.5,1.0

EfCD00783249,0.5,1.0

EfCD00783250,0.51,0.9933333333333333

CdCD00783042,0.5,1.0

CdCD00783043,0.5,1.0

KpCD00783142,0.5,1.0

EfCD00783264,0.5066666666666667,0.99

EfCD00783257,0.5,1.0

EfCD00783258,0.5,1.0

HiCD00672618,0.6,0.87

PcCD00783051,0.5,1.0

LbCD00783158,0.5,1.0

EfCD00783272,0.5,1.0

EfCD00783273,0.5,1.0

EfCD00783266,0.5,0.9966666666666667

CjCD00783216,0.5,1.0

LbCD00783159,0.5,1.0

KpCD00783136,0.5,1.0

EfCD00783274,0.5,0.9966666666666667

EfCD00783251,0.5,0.9933333333333333

EfCD00783236,0.5,0.9933333333333333

EfCD00783224,0.5,0.9933333333333333

CjCD00783217,0.5133333333333333,0.99

KpCD00783144,0.5,0.9966666666666667

EcCD00783282,0.5,1.0

EfCD00783259,0.5,1.0

EfCD00783252,0.5533333333333333,0.9566666666666667

BfCD00783061,0.5,0.9966666666666667

EfCD00783225,0.5,0.9966666666666667

KpCD00783152,0.5,0.9933333333333333

CkCD00783682,0.5,1.0

EfCD00783267,0.5266666666666666,0.98

EfCD00783260,0.5,1.0

KpCD00783111,0.5033333333333333,1.0

BfCD00783054,0.5033333333333333,1.0

LbCD00783160,0.5,1.0

HiCD00783690,0.64,0.8166666666666667

EfCD00783275,0.5,0.9966666666666667

EfCD00783276,0.5,1.0

KpCD00783119,0.5,0.9966666666666667

EcCD00783068,0.5033333333333333,0.9933333333333333

CjCD00783218,0.5233333333333333,0.9966666666666667

CjCD00783700,0.5,1.0

CdCD00783667,0.5,1.0

CdCD00783668,0.5,1.0

KpCD00783127,0.5,0.9966666666666667

KpCD00783104,0.5166666666666667,0.97

EfCD00783226,0.5,1.0

BbCD00783725,0.5,0.9933333333333333

BfCD00783675,0.5,0.9933333333333333

BfCD00783676,0.5033333333333333,0.99

KpCD00783135,0.5,1.0

KpCD00783112,0.5,1.0

BfCD00783055,0.5,1.0

EfCD00783235,0.5,1.0

CkCD00783683,0.5,1.0

CkCD00783684,0.5,1.0

KpCD00783151,0.5,1.0

KpCD00783128,0.5,1.0

EcCD00783069,0.5,1.0

EfCD00783243,0.5,1.0

BbCD00783726,0.5033333333333333,0.9966666666666667

VpCD00783692,0.5,1.0

KpCD00783105,0.5,1.0

CjCD00783219,0.5,1.0

LbCD00783154,0.5,1.0

CjCD00783702,0.5,1.0

CkCD00783677,0.5033333333333333,0.9966666666666667

EfCD00783278,0.5,0.9866666666666667

KpCD00783113,0.5333333333333333,0.9666666666666667

EfCD00783227,0.5,0.9933333333333333

LbCD00783162,0.5,0.9933333333333333

BbCD00783727,0.5033333333333333,1.0

CkCD00783685,0.5,1.0

CdCD00783670,0.5,1.0

KpCD00783121,0.5,0.99

BfCD00783056,0.5,0.9966666666666667

CjCD00783220,0.5066666666666667,0.99

EfCD00783237,0.5,1.0

BbCD00783728,0.5,1.0

CkCD00783678,0.5,1.0

KpCD00783129,0.5,1.0

EcCD00783070,0.5,0.9933333333333333

EfCD00783228,0.5033333333333333,1.0

EfCD00783245,0.5,0.9966666666666667

EfCD00783238,0.5,1.0

CkCD00783686,0.5,0.9966666666666667

KpCD00783137,0.5,1.0

KpCD00783114,0.5,1.0

BfCD00783057,0.5033333333333333,1.0

EfCD00783253,0.5,0.9966666666666667

EfCD00783246,0.5,1.0

VpCD00783694,0.5,1.0

KpCD00783145,0.5166666666666667,0.99

KpCD00783122,0.5,0.9966666666666667

KpCD00783107,0.5033333333333333,1.0

EfCD00783261,0.5,0.9966666666666667

EfCD00783254,0.5,0.9966666666666667

BbCD00783729,0.5066666666666667,0.99

KpCD00783153,0.5,0.99

KpCD00783130,0.5,1.0

KpCD00783123,0.5,1.0

EfCD00783269,0.5,1.0

EfCD00783262,0.5,0.9966666666666667

EfCD00783239,0.5,1.0

LbCD00783161,0.5,1.0

KpCD00783138,0.5,1.0

KpCD00783131,0.5,1.0

EfCD00783277,0.5,1.0

EfCD00783270,0.5,1.0

EfCD00783247,0.5,1.0

EfCD00783255,0.5,1.0

BbCD00783731,0.5,1.0

CjCD00783740,0.5,1.0

EcCD00783849,0.5066666666666667,1.0

FpCD00811830,0.5,1.0

ErCD00811815,0.5,1.0

EfCD00783263,0.5,1.0

CjCD00783739,0.5,1.0

CjCD00783748,0.5,1.0

KpCD00783879,0.5,1.0

EcCD00783850,0.5033333333333333,1.0

ErCD00811823,0.5,1.0

EfCD00783271,0.5,1.0

CjCD00783747,0.5,1.0

CjCD00783756,0.5,1.0

CkCD00783983,0.5,1.0

EcCD00783858,0.5133333333333333,0.98

FpCD00811831,0.5,1.0

EfCD00783279,0.5,1.0

CjCD00783755,0.5,1.0

LbCD00783764,0.5,1.0

CkCD00783991,0.5,1.0

CkCD00783984,0.5,0.9833333333333333

EcCD00783851,0.5,1.0

PcCD00783671,0.5,1.0

LbCD00783787,0.5,0.9966666666666667

LbCD00783772,0.5,1.0

CdCD00784007,0.5,0.9966666666666667

CdCD00783992,0.5,0.9966666666666667

EcCD00783859,0.5,1.0

HiCD00783687,0.5333333333333333,0.9766666666666667

EfCD00783816,0.5,1.0

LbCD00783780,0.5,1.0

HiCD00784015,0.5,1.0

CdCD00784000,0.5,1.0

KpCD00783881,0.5,1.0

BbCD00783697,0.5,1.0

EfCD00783824,0.5,1.0

LbCD00783788,0.5,1.0

ErCD00811814,0.5,0.9966666666666667

CdCD00784008,0.52,0.9766666666666667

CkCD00783985,0.5,0.9966666666666667

BbCD00783730,0.5,0.9966666666666667

EcCD00783832,0.5,1.0

EfCD00783817,0.5,1.0

ErCD00811822,0.5,1.0

HiCD00784016,0.5,1.0

CdCD00783993,0.5,1.0

EcCD00783833,0.5033333333333333,1.0

EfCD00783818,0.5,1.0

LbCD00783766,0.5,1.0

CdCD00784009,0.5,1.0

CkCD00783986,0.5,1.0

EcCD00783853,0.5033333333333333,1.0

EcCD00783841,0.5,1.0

EfCD00783826,0.5,1.0

LbCD00783774,0.5,1.0

HiCD00784017,0.5,1.0

CdCD00783994,0.5,1.0

KpCD00783875,0.5,1.0

CjCD00783741,0.5,1.0

EcCD00783834,0.5,0.9966666666666667

LbCD00783782,0.5066666666666667,1.0

ErCD00811824,0.5,1.0

CdCD00784002,0.5,1.0

KpCD00783883,0.5,1.0

CjCD00783749,0.5,1.0

EcCD00783842,0.5,1.0

EfCD00783811,0.5,1.0

GhCD00811832,0.5,0.9966666666666667

CdCD00784010,0.5,1.0

CkCD00783987,0.5033333333333333,1.0

LbCD00783765,0.5,1.0

CjCD00783734,0.5,1.0

EfCD00783819,0.5,1.0

PaCD00811840,0.5,1.0

PcCD00784018,0.5,1.0

CdCD00783995,0.5,1.0

LbCD00783773,0.5,1.0

CjCD00783742,0.5,0.9766666666666667

EcCD00783835,0.5,1.0

EcCD00783852,0.5,0.9966666666666667

ErCD00811825,0.5,0.9966666666666667

CdCD00784003,0.5033333333333333,0.99

LbCD00783781,0.5,1.0

CjCD00783750,0.5,1.0

EcCD00783843,0.5,1.0

KpCD00783874,0.5,1.0

GhCD00811833,0.5,1.0

CdCD00784011,0.5,1.0

LbCD00783789,0.5,1.0

KpCD00783758,0.5,1.0

CjCD00783735,0.5,1.0

KpCD00783882,0.5033333333333333,1.0

PaCD00811841,0.5033333333333333,1.0

DfCD00811818,0.5,0.9966666666666667

CjCD00783743,0.5033333333333333,1.0

EcCD00783836,0.5,1.0

EfCD00783821,0.52,1.0

DfCD00811826,0.5,1.0

CdCD00784012,0.5,1.0

CdCD00783997,0.5,1.0

CjCD00783751,0.5,1.0

EcCD00783844,0.5,1.0

EfCD00783829,0.5066666666666667,0.9966666666666667

GhCD00811834,0.5,0.9966666666666667

ErCD00811811,0.5,1.0

CdCD00784005,0.5,1.0

KpCD00783759,0.5,1.0

CjCD00783736,0.5,1.0

EcCD00783845,0.5033333333333333,1.0

SfCD00811842,0.5,1.0

DfCD00811819,0.5,0.9933333333333333

HiCD00784013,0.5,1.0

LbCD00783767,0.5,1.0

CjCD00783744,0.5,1.0

CjCD00783737,0.5,1.0

EcCD00783854,0.5,1.0

SfCD00811843,0.5,1.0

ErCD00811812,0.5,1.0

LbCD00783783,0.5,1.0

CjCD00783752,0.5,1.0

CjCD00783745,0.5,1.0

KpCD00783876,0.5,1.0

EcCD00783855,0.5,1.0

ErCD00811828,0.5,1.0

EcCD00783812,0.5,0.9966666666666667

KpCD00783760,0.5,1.0

CjCD00783753,0.5,0.9966666666666667

KpCD00783884,0.5,1.0

KpCD00783877,0.5,1.0

PaCD00811836,0.5,1.0

EfCD00783820,0.5166666666666667,0.9933333333333333

LbCD00783768,0.5,1.0

KpCD00783761,0.5,1.0

CkCD00783988,0.54,0.9366666666666666

KpCD00783885,0.5,1.0

SfCD00811844,0.5033333333333333,1.0

EfCD00783828,0.5133333333333333,0.9933333333333333

LbCD00783784,0.5,0.9966666666666667

LbCD00783769,0.5,1.0

CdCD00783996,0.5033333333333333,0.9966666666666667

CkCD00783989,0.5,1.0

HhCD00594812,0.57,0.9433333333333334

LbCD00783785,0.5,1.0

LbCD00783786,0.5,1.0

CkCD00783990,0.5,1.0

HhCD00594820,0.5,1.0

HhCD00594805,0.5233333333333333,0.99

JpCD00946417,0.5033333333333333,1.0

EcCD00783830,0.5,1.0

CjCD00783815,0.5,0.9966666666666667

CdCD00783998,0.5,1.0

HhCD00594828,0.5,1.0

HhCD00594813,0.5,1.0

HhCD00594806,0.55,0.9566666666666667

EcCD00783838,0.5,1.0

EfCD00783823,0.5033333333333333,1.0

CdCD00784006,0.5,1.0

HhCD00594836,0.5,1.0

HhCD00594821,0.59,0.9466666666666667

HhCD00594814,0.5133333333333333,0.9833333333333333

EcCD00783846,0.5,1.0

EcCD00783831,0.5,1.0

HiCD00784014,0.5033333333333333,1.0

HhCD00594844,0.5,1.0

HhCD00594829,0.5,1.0

HhCD00594822,0.5033333333333333,1.0

CjCD00783746,0.5,1.0

EcCD00783839,0.5,1.0

ErCD00811813,0.5033333333333333,1.0

HhCD00594852,0.5,1.0

HhCD00594837,0.5,1.0

HhCD00594830,0.5,1.0

CjCD00783754,0.5033333333333333,0.9966666666666667

EcCD00783847,0.5,1.0

ErCD00811821,0.5033333333333333,0.9933333333333333

HhCD00594868,0.5,1.0

HhCD00594845,0.5666666666666667,0.9533333333333334

HhCD00594838,0.5,1.0

LbCD00783762,0.5166666666666667,0.9633333333333334

EcCD00783848,0.5,1.0

ErCD00811829,0.5,1.0

JpCD00946416,0.5,1.0

HhCD00594869,0.5,1.0

HhCD00594846,0.5,0.9966666666666667

LbCD00783778,0.5,1.0

KpCD00783878,0.5033333333333333,1.0

ErCD00811837,0.5,1.0

SfCD00811845,0.5,0.9966666666666667

SvCD00594947,0.5,0.9966666666666667

HhCD00594862,0.5,1.0

HhCD00594870,0.6033333333333334,0.9266666666666666

HhCD00594847,0.5133333333333333,0.9933333333333333

HhCD00594840,0.5,1.0

HhCD00595396,0.5,1.0

HhCD00595310,0.5033333333333333,1.0

HhCD00595382,0.5033333333333333,1.0

JpCD00946418,0.5,1.0

HhCD00594863,0.5,1.0

HhCD00594848,0.5,1.0

HhCD00595309,0.5633333333333334,0.95

HhCD00595318,0.51,0.9933333333333333

HhCD00595390,0.5,1.0

SfCD00811847,0.5,0.9966666666666667

HhCD00594871,0.5033333333333333,1.0

HhCD00594864,0.5,1.0

HhCD00595325,0.5,1.0

HhCD00595326,0.5,1.0

HhCD00595319,0.5,1.0

HhCD00594807,0.5,1.0

SvCD00594949,0.5,1.0

HhCD00594872,0.5,1.0

HhCD00595341,0.5,1.0

HhCD00595334,0.5,1.0

HhCD00595327,0.51,1.0

HhCD00594815,0.5,1.0

HpCD00946409,0.5,0.9966666666666667

SvCD00594950,0.5,1.0

HhCD00595349,0.5,1.0

HhCD00595342,0.5,1.0

HhCD00595335,0.5,0.9966666666666667

HhCD00594823,0.5,1.0

HhCD00594808,0.6633333333333333,0.86

HpCD00946410,0.5,0.9966666666666667

HhCD00595357,0.5066666666666667,0.99

HhCD00595358,0.51,0.9833333333333333

HhCD00595343,0.5,1.0

HhCD00594831,0.5,1.0

HhCD00594816,0.5766666666666667,0.9233333333333333

SfCD00811849,0.5,1.0

HhCD00595373,0.5,0.9966666666666667

HhCD00595366,0.6333333333333333,0.9

HhCD00595351,0.5,1.0

HhCD00594839,0.5,1.0

HhCD00594824,0.5,0.9966666666666667

HhCD00594809,0.62,0.9066666666666666

HhCD00595389,0.5,1.0

HhCD00595374,0.5,1.0

HhCD00595359,0.5,1.0

HhCD00594817,0.5,1.0

SvCD00594951,0.5033333333333333,0.9966666666666667

HhCD00594850,0.5,1.0

HhCD00595367,0.5,1.0

CkCD00783555,0.5166666666666667,0.9966666666666667

PgCD00783524,0.51,1.0

HhCD00594825,0.5,1.0

HpCD00946411,0.5033333333333333,1.0

HhCD00594858,0.5,1.0

HhCD00595375,0.6,0.9266666666666666

BfCD00783563,0.5,1.0

VpCD00783532,0.5033333333333333,0.98

HhCD00594833,0.5,1.0

SfCD00811850,0.5,1.0

HhCD00594874,0.5,1.0

HhCD00595391,0.5,1.0

BvCD00783476,0.5,1.0

BfCD00783540,0.5,1.0

HhCD00594841,0.5,1.0

HhCD00594810,0.5,1.0

JpCD00946414,0.5,1.0

BvCD00783483,0.5,0.9966666666666667

BvCD00783484,0.5,1.0

CkCD00783548,0.5,1.0

HhCD00594849,0.5133333333333333,1.0

HhCD00594818,0.5,1.0

HpCD00946412,0.5,1.0

BvCD00783491,0.5,0.9966666666666667

BvCD00783492,0.5,1.0

CkCD00783556,0.5,1.0

HhCD00594857,0.5,1.0

HhCD00594826,0.5033333333333333,1.0

HhCD00594811,0.5166666666666667,0.9866666666666667

CkCD00783499,0.5,0.9933333333333333

CkCD00783500,0.5,0.9966666666666667

BfCD00783564,0.5066666666666667,0.9866666666666667

HhCD00594865,0.5033333333333333,0.9966666666666667

HhCD00594834,0.5066666666666667,0.99

HhCD00594819,0.5,1.0

PgCD00783523,0.51,0.9866666666666667

CkCD00783508,0.5,1.0

BvCD00783477,0.5,1.0

HhCD00594873,0.5,1.0

HhCD00594842,0.5,1.0

HhCD00594827,0.5,1.0

BfCD00783539,0.5,1.0

CkCD00783516,0.5,1.0

CkCD00783501,0.5,1.0

HhCD00594835,0.5,1.0

HhCD00595320,0.5,1.0

HhCD00595392,0.5,1.0

CkCD00783541,0.5,1.0

VpCD00783534,0.5033333333333333,1.0

CkCD00783543,0.5,0.9966666666666667

HhCD00594843,0.5033333333333333,1.0

HhCD00595328,0.5,1.0

HhCD00595305,0.5,1.0

CkCD00783549,0.5,1.0

CkCD00783542,0.5,1.0

CkCD00783551,0.5,1.0

HhCD00594851,0.5,1.0

HhCD00595336,0.5033333333333333,0.9966666666666667

HhCD00595313,0.5,0.9966666666666667

CkCD00783557,0.5,1.0

CkCD00783550,0.5,1.0

PgCD00783559,0.5,1.0

HhCD00594867,0.5866666666666667,0.9333333333333333

HhCD00595344,0.5,1.0

HhCD00595321,0.5,1.0

BvCD00783486,0.5,1.0

CkCD00783558,0.5,0.9933333333333333

BfCD00783567,0.5,1.0

HhCD00594875,0.5266666666666666,0.9766666666666667

HhCD00595352,0.5366666666666666,0.9633333333333334

HhCD00595337,0.5,1.0

CkCD00783502,0.5,1.0

BfCD00783566,0.5033333333333333,0.99

BvCD00783480,0.5,1.0

JpCD00946415,0.5,1.0

HhCD00595360,0.5033333333333333,0.9966666666666667

HhCD00595361,0.51,1.0

CkCD00783510,0.5,0.9933333333333333

BvCD00783479,0.5,1.0

BvCD00783488,0.5033333333333333,1.0

HpCD00946413,0.5,1.0

HhCD00595376,0.5,1.0

HhCD00595369,0.5,1.0

CkCD00783518,0.5,1.0

CkCD00783503,0.5,1.0

CkCD00783512,0.5,1.0

HhCD00595312,0.5,1.0

HhCD00595384,0.5,1.0

HhCD00595393,0.5,1.0

PgCD00783526,0.5133333333333333,0.9766666666666667

PgCD00783527,0.5,1.0

HiCD00783520,0.5,1.0

HhCD00595306,0.55,0.96

HhCD00595331,0.5,0.9966666666666667

HhCD00595324,0.5,1.0

PcCD00783528,0.5,0.9966666666666667

CkCD00783513,0.5033333333333333,1.0

CkCD00783498,0.5033333333333333,1.0

HhCD00595314,0.5,1.0

HhCD00595339,0.5,1.0

HhCD00595332,0.5,1.0

CkCD00783544,0.5,1.0

PgCD00783521,0.5,1.0

CkCD00783506,0.54,0.9733333333333334

HhCD00595322,0.5,1.0

HhCD00595363,0.5,1.0

HhCD00595340,0.56,0.9666666666666667

CkCD00783552,0.5,1.0

PcCD00783529,0.5,1.0

CkCD00783514,0.5,1.0

HhCD00595330,0.5,1.0

HhCD00595371,0.5,1.0

HhCD00595348,0.5,1.0

AmCD00783560,0.5,1.0

CkCD00783545,0.5,0.9966666666666667

PcCD00783530,0.52,0.98

HhCD00595346,0.5,1.0

HhCD00595379,0.5,1.0

HhCD00595356,0.5033333333333333,0.9966666666666667

BfCD00783568,0.5,1.0

CkCD00783553,0.5,1.0

CkCD00783546,0.5,1.0

HhCD00595354,0.5,1.0

HhCD00595387,0.5,0.9966666666666667

HhCD00595364,0.5033333333333333,0.9966666666666667

BvCD00783489,0.5,1.0

BfCD00783561,0.5,1.0

CkCD00783554,0.5,0.9966666666666667

HhCD00595394,0.5,1.0

HhCD00595308,0.5,0.9966666666666667

HhCD00595372,0.5,0.99

BvCD00783497,0.5033333333333333,1.0

BfCD00783569,0.5,1.0

BfCD00783562,0.5033333333333333,1.0

HhCD00595323,0.5,1.0

HhCD00595316,0.5,1.0

HhCD00595388,0.5,1.0

CkCD00783505,0.5,1.0

BvCD00783482,0.5,0.9966666666666667

CdCD00783570,0.5,1.0

BfCD00782996,0.5033333333333333,0.9966666666666667

AmCD00672633,0.5,1.0

EfCD00783242,0.5,1.0

PgCD00783429,0.5,1.0

BfCD00783448,0.5,1.0

PcCD00783637,0.5533333333333333,0.95

AmCD00672628,0.5,1.0

PcCD00783011,0.5,1.0

BfCD00783674,0.5,1.0

CkCD00783390,0.5,1.0

PgCD00783425,0.5,1.0

HiCD00783631,0.7033333333333334,0.7566666666666667

CdCD00783037,0.5,1.0

KpCD00783150,0.5,0.9966666666666667

EfCD00783244,0.5,1.0

PgCD00783414,0.5333333333333333,0.9766666666666667

BfCD00783449,0.5033333333333333,0.99

HiCD00783647,0.5033333333333333,1.0

HiCD00672613,0.5,1.0

EcCD00783075,0.5,1.0

VpCD00783693,0.5,1.0

PgCD00783422,0.5066666666666667,0.9866666666666667

BvCD00783386,0.5,1.0

BfCD00783655,0.5,0.9933333333333333

CdCD00783030,0.5,1.0

KpCD00783143,0.5,1.0

CkCD00783679,0.5,1.0

PgCD00783430,0.5033333333333333,0.9966666666666667

CkCD00783402,0.5,1.0

CkCD00783576,0.5,1.0

CdCD00783038,0.5,1.0

KpCD00783115,0.5,1.0

BbCD00783705,0.5,1.0

PgCD00783423,0.5,0.9933333333333333

VpCD00783442,0.5,0.9966666666666667

HiCD00783648,0.5,1.0

CdCD00783008,0.5,1.0

EfCD00783265,0.5266666666666666,0.9733333333333334

LbCD00783763,0.5033333333333333,1.0

BvCD00783471,0.5033333333333333,0.9966666666666667

CkCD00783620,0.5,1.0

CkCD00783577,0.5033333333333333,1.0

HiCD00672617,0.5,1.0

HiCD00783689,0.5,1.0

LbCD00783771,0.5,1.0

PgCD00783424,0.5033333333333333,0.9966666666666667

CkCD00783660,0.5,1.0

CdCD00783610,0.5433333333333333,0.9633333333333334

BbCD00783732,0.5,1.0

CjCD00783738,0.5,1.0

BvCD00811491,0.5,1.0

KpCD00783887,0.5333333333333333,0.9633333333333334

KpCD00783898,0.5,1.0

BfCD00783918,0.5,0.99

EfCD00783825,0.5133333333333333,0.9833333333333333

LbCD00783770,0.5,1.0

BvCD00811499,0.5,1.0

BfCD00783919,0.5,1.0

BfCD00783922,0.5,1.0

KpCD00811547,0.5033333333333333,0.9966666666666667

KpCD00783757,0.5,1.0

SvCD00594946,0.5,1.0

BvCD00811509,0.5,1.0

BfCD00783959,0.5,1.0

BfCD00783938,0.5033333333333333,0.9933333333333333

ErCD00811611,0.5,0.9933333333333333

LbCD00783775,0.5,1.0

PaCD00811846,0.5,1.0

PcCD00811430,0.5,1.0

BfCD00783920,0.5,1.0

CkCD00783970,0.5,0.9933333333333333

DfCD00811597,0.5,0.9966666666666667

LbCD00783776,0.5,1.0

SvCD00594948,0.5,1.0

BvCD00811470,0.5,1.0

BfCD00783952,0.5,1.0

KpCD00783899,0.5,1.0

KpCD00811542,0.5,0.9966666666666667

LbCD00783777,0.5,1.0

HhCD00594866,0.53,0.9733333333333334

BvCD00811478,0.5,0.9933333333333333

BfCD00783945,0.5,1.0

BfCD00783931,0.5,1.0

PcCD00811550,0.5,1.0

EcCD00783814,0.5,1.0

PcCD00811427,0.5,1.0

BvCD00811503,0.5033333333333333,1.0

BfCD00783953,0.5033333333333333,0.9966666666666667

AmCD00783909,0.5,0.9966666666666667

PcCD00811551,0.5,0.9833333333333333

EfCD00783822,0.5033333333333333,0.99

VpCD00811435,0.5,1.0

PcCD00811432,0.5,1.0

CkCD00783977,0.5,0.9966666666666667

BfCD00783917,0.5,1.0

CjCD00811529,0.5,0.9933333333333333

BvCD00811496,0.5033333333333333,0.9933333333333333

BvCD00672421,0.5033333333333333,1.0

BvCD00672603,0.5,0.9966666666666667

DfCD00811593,0.5,0.9966666666666667

PaCD00811689,0.5,1.0

SfCD00811738,0.5,0.9966666666666667

BvCD00811504,0.5,1.0

BvCD00672453,0.5,1.0

BvCD00672596,0.5,1.0

KpCD00811538,0.5,1.0

SfCD00811724,0.5033333333333333,1.0

HhCD00595368,0.5,1.0

PcCD00811433,0.5,1.0

BvCD00672423,0.5,1.0

BvCD00672604,0.5,0.9966666666666667

GhCD00811659,0.5233333333333333,0.97

SfCD00811733,0.5,0.9966666666666667

HhCD00595329,0.5,1.0

BvCD00811506,0.5033333333333333,1.0

HiCD00672473,0.6066666666666667,0.9233333333333333

BvCD00672565,0.5066666666666667,0.9966666666666667

PaCD00811707,0.5,0.9933333333333333

SfCD00811757,0.5,0.9933333333333333

HhCD00595353,0.5,0.9966666666666667

BvCD00672459,0.5,1.0

HiCD00672489,0.5066666666666667,0.99

AmCD00672542,0.5,1.0

FpCD00811645,0.5,1.0

SfCD00811797,0.5,1.0

HhCD00595377,0.53,0.98

HiCD00672475,0.5033333333333333,1.0

BvCD00672426,0.5,1.0

VpCD00672590,0.5,1.0

PaCD00811701,0.52,0.98

SfCD00811758,0.5233333333333333,0.98

HhCD00595385,0.5,1.0

BvCD00672460,0.5,1.0

HiCD00672442,0.5033333333333333,0.9966666666666667

BvCD00672599,0.5033333333333333,1.0

FpCD00811647,0.5,0.9933333333333333

SfCD00811790,0.5,0.99

HhCD00595362,0.5,0.9966666666666667

HiCD00672476,0.5,0.9966666666666667

BvCD00672595,0.5,1.0

AmCD00672536,0.5,1.0

ErCD00811633,0.51,0.9933333333333333

ErCD00811806,0.5133333333333333,0.9933333333333333

HhCD00595370,0.5,0.9966666666666667

AmCD00672552,0.5,1.0

EcCD00783295,0.5,0.9966666666666667

EcCD00783297,0.5,1.0

HhCD00595378,0.55,0.9533333333333334

HhCD00595333,0.5033333333333333,1.0

BvCD00811510,0.5,1.0

AmCD00672553,0.5,1.0

EcCD00783303,0.5,1.0

BfCD00783353,0.5,1.0

HhCD00595386,0.66,0.89

HhCD00595365,0.5,1.0

CdCD00783662,0.5,1.0

HiCD00672610,0.5033333333333333,1.0

EcCD00783335,0.5,1.0

BvCD00783379,0.5,1.0

HhCD00595307,0.5,1.0

HhCD00595381,0.5033333333333333,0.9966666666666667

CjCD00783699,0.51,1.0

BfCD00783348,0.5,0.9933333333333333

BvCD00783359,0.5133333333333333,0.98

BfCD00783451,0.5066666666666667,0.9933333333333333

HhCD00595347,0.5,0.9966666666666667

HhCD00595397,0.5033333333333333,0.9966666666666667

BvCD00783494,0.5,1.0

BvCD00783372,0.5033333333333333,0.9866666666666667

EcCD00783304,0.5,0.9966666666666667

BvCD00783380,0.5033333333333333,1.0

HhCD00595355,0.5,1.0
